Year,Region,Students,School,Gender
2002,대구,,각종학교,전체
2003,대구,,각종학교,전체
2004,대구,,각종학교,전체
2005,대구,,각종학교,전체
2006,대구,,각종학교,전체
2007,대구,315,각종학교,전체
2008,대구,265,각종학교,전체
2009,대구,258,각종학교,전체
2010,대구,278,각종학교,전체
2011,대구,293,각종학교,전체
2012,대구,298,각종학교,전체
2013,대구,246,각종학교,전체
2014,대구,250,각종학교,전체
2015,대구,241,각종학교,전체
2016,대구,233,각종학교,전체
2017,대구,,각종학교,전체
2018,대구,68,각종학교,전체
2019,대구,90,각종학교,전체
2020,대구,95,각종학교,전체
2021,대구,109,각종학교,전체
2022,대구,113,각종학교,전체
2023,대구,141,각종학교,전체
2024,대구,144,각종학교,전체
1999,인천,,각종학교,전체
2000,인천,,각종학교,전체
2001,인천,,각종학교,전체
2002,인천,,각종학교,전체
2003,인천,,각종학교,전체
2004,인천,,각종학교,전체
2005,인천,,각종학교,전체
2006,인천,,각종학교,전체
2007,인천,200,각종학교,전체
2008,인천,206,각종학교,전체
2009,인천,212,각종학교,전체
2010,인천,205,각종학교,전체
2011,인천,212,각종학교,전체
2012,인천,229,각종학교,전체
2013,인천,114,각종학교,전체
2014,인천,49,각종학교,전체
2015,인천,44,각종학교,전체
2016,인천,45,각종학교,전체
2017,인천,44,각종학교,전체
2018,인천,44,각종학교,전체
2019,인천,43,각종학교,전체
2020,인천,43,각종학교,전체
2021,인천,40,각종학교,전체
2022,인천,31,각종학교,전체
2023,인천,39,각종학교,전체
2024,인천,56,각종학교,전체
1999,광주,250,각종학교,전체
2000,광주,242,각종학교,전체
2001,광주,245,각종학교,전체
2002,광주,240,각종학교,전체
2003,광주,237,각종학교,전체
2004,광주,225,각종학교,전체
2005,광주,241,각종학교,전체
2006,광주,275,각종학교,전체
2007,광주,320,각종학교,전체
2008,광주,357,각종학교,전체
2009,광주,354,각종학교,전체
2010,광주,405,각종학교,전체
2011,광주,442,각종학교,전체
2012,광주,489,각종학교,전체
2013,광주,459,각종학교,전체
2014,광주,665,각종학교,전체
2015,광주,660,각종학교,전체
2016,광주,637,각종학교,전체
2017,광주,610,각종학교,전체
2018,광주,589,각종학교,전체
2019,광주,593,각종학교,전체
2020,광주,593,각종학교,전체
2021,광주,582,각종학교,전체
2022,광주,588,각종학교,전체
2023,광주,592,각종학교,전체
2024,광주,571,각종학교,전체
1999,대전,,각종학교,전체
2000,대전,,각종학교,전체
2001,대전,,각종학교,전체
2002,대전,,각종학교,전체
2003,대전,,각종학교,전체
2004,대전,108,각종학교,전체
2005,대전,167,각종학교,전체
2006,대전,,각종학교,전체
2007,대전,188,각종학교,전체
2008,대전,138,각종학교,전체
2009,대전,198,각종학교,전체
2010,대전,200,각종학교,전체
2011,대전,198,각종학교,전체
2012,대전,299,각종학교,전체
2013,대전,287,각종학교,전체
2014,대전,220,각종학교,전체
2015,대전,172,각종학교,전체
2016,대전,109,각종학교,전체
2017,대전,181,각종학교,전체
2018,대전,178,각종학교,전체
2019,대전,169,각종학교,전체
2020,대전,150,각종학교,전체
2021,대전,128,각종학교,전체
2022,대전,103,각종학교,전체
2023,대전,86,각종학교,전체
2024,대전,82,각종학교,전체
1999,울산,,각종학교,전체
2000,울산,,각종학교,전체
2001,울산,,각종학교,전체
2002,울산,,각종학교,전체
2003,울산,,각종학교,전체
2004,울산,,각종학교,전체
2005,울산,,각종학교,전체
2006,울산,,각종학교,전체
2007,울산,,각종학교,전체
2008,울산,,각종학교,전체
2009,울산,,각종학교,전체
2010,울산,,각종학교,전체
2011,울산,,각종학교,전체
2012,울산,,각종학교,전체
2013,울산,,각종학교,전체
2014,울산,,각종학교,전체
2015,울산,,각종학교,전체
2016,울산,,각종학교,전체
2017,울산,9,각종학교,전체
2018,울산,27,각종학교,전체
2019,울산,27,각종학교,전체
2020,울산,16,각종학교,전체
2021,울산,24,각종학교,전체
2022,울산,34,각종학교,전체
2023,울산,56,각종학교,전체
2024,울산,60,각종학교,전체
2013,세종,,각종학교,전체
2014,세종,,각종학교,전체
2015,세종,,각종학교,전체
2016,세종,,각종학교,전체
2017,세종,,각종학교,전체
2018,세종,,각종학교,전체
2019,세종,,각종학교,전체
2020,세종,,각종학교,전체
2021,세종,,각종학교,전체
2022,세종,,각종학교,전체
2023,세종,,각종학교,전체
2024,세종,,각종학교,전체
1999,경기,893,각종학교,전체
2000,경기,893,각종학교,전체
2001,경기,858,각종학교,전체
2002,경기,796,각종학교,전체
2003,경기,749,각종학교,전체
2004,경기,731,각종학교,전체
2005,경기,758,각종학교,전체
2006,경기,785,각종학교,전체
2007,경기,785,각종학교,전체
2008,경기,784,각종학교,전체
2009,경기,834,각종학교,전체
2010,경기,982,각종학교,전체
2011,경기,1321,각종학교,전체
2012,경기,1518,각종학교,전체
2013,경기,1495,각종학교,전체
2014,경기,1774,각종학교,전체
2015,경기,1844,각종학교,전체
2016,경기,1780,각종학교,전체
2017,경기,1820,각종학교,전체
2018,경기,1952,각종학교,전체
2019,경기,2060,각종학교,전체
2020,경기,2158,각종학교,전체
2021,경기,2240,각종학교,전체
2022,경기,2449,각종학교,전체
2023,경기,2597,각종학교,전체
2024,경기,2675,각종학교,전체
1999,강원,,각종학교,전체
2000,강원,,각종학교,전체
2001,강원,,각종학교,전체
2002,강원,,각종학교,전체
2003,강원,,각종학교,전체
2004,강원,,각종학교,전체
2005,강원,,각종학교,전체
2006,강원,,각종학교,전체
2007,강원,,각종학교,전체
2008,강원,,각종학교,전체
2009,강원,,각종학교,전체
2010,강원,,각종학교,전체
2011,강원,,각종학교,전체
2012,강원,,각종학교,전체
2013,강원,,각종학교,전체
2014,강원,,각종학교,전체
2015,강원,,각종학교,전체
2016,강원,,각종학교,전체
2017,강원,,각종학교,전체
2018,강원,38,각종학교,전체
2019,강원,30,각종학교,전체
2020,강원,121,각종학교,전체
2021,강원,134,각종학교,전체
2022,강원,135,각종학교,전체
2023,강원,145,각종학교,전체
2024,강원,137,각종학교,전체
1999,충북,,각종학교,전체
2000,충북,,각종학교,전체
2001,충북,,각종학교,전체
2002,충북,,각종학교,전체
2003,충북,,각종학교,전체
2004,충북,,각종학교,전체
2005,충북,,각종학교,전체
2006,충북,,각종학교,전체
2007,충북,,각종학교,전체
2008,충북,,각종학교,전체
2009,충북,,각종학교,전체
2010,충북,,각종학교,전체
2011,충북,386,각종학교,전체
2012,충북,395,각종학교,전체
2013,충북,487,각종학교,전체
2014,충북,535,각종학교,전체
2015,충북,539,각종학교,전체
2016,충북,505,각종학교,전체
2017,충북,623,각종학교,전체
2018,충북,619,각종학교,전체
2019,충북,624,각종학교,전체
2020,충북,573,각종학교,전체
2021,충북,585,각종학교,전체
2022,충북,490,각종학교,전체
2023,충북,559,각종학교,전체
2024,충북,599,각종학교,전체
1999,충남,,각종학교,전체
2000,충남,,각종학교,전체
2001,충남,,각종학교,전체
2002,충남,,각종학교,전체
2003,충남,,각종학교,전체
2004,충남,,각종학교,전체
2005,충남,,각종학교,전체
2006,충남,,각종학교,전체
2007,충남,,각종학교,전체
2008,충남,,각종학교,전체
2009,충남,,각종학교,전체
2010,충남,,각종학교,전체
2011,충남,,각종학교,전체
2012,충남,,각종학교,전체
2013,충남,,각종학교,전체
2014,충남,,각종학교,전체
2015,충남,,각종학교,전체
2016,충남,,각종학교,전체
2017,충남,,각종학교,전체
2018,충남,,각종학교,전체
2019,충남,11,각종학교,전체
2020,충남,30,각종학교,전체
2021,충남,32,각종학교,전체
2022,충남,31,각종학교,전체
2023,충남,35,각종학교,전체
2024,충남,67,각종학교,전체
1999,전북,1163,각종학교,전체
2000,전북,1537,각종학교,전체
2001,전북,1477,각종학교,전체
2002,전북,1476,각종학교,전체
2003,전북,1362,각종학교,전체
2004,전북,,각종학교,전체
2005,전북,,각종학교,전체
2006,전북,,각종학교,전체
2007,전북,,각종학교,전체
2008,전북,,각종학교,전체
2009,전북,,각종학교,전체
2010,전북,,각종학교,전체
2011,전북,,각종학교,전체
2012,전북,,각종학교,전체
2013,전북,,각종학교,전체
2014,전북,,각종학교,전체
2015,전북,,각종학교,전체
2016,전북,,각종학교,전체
2017,전북,,각종학교,전체
2018,전북,,각종학교,전체
2019,전북,,각종학교,전체
2020,전북,,각종학교,전체
2021,전북,,각종학교,전체
2022,전북,,각종학교,전체
2023,전북,,각종학교,전체
2024,전북,,각종학교,전체
1999,전남,,각종학교,전체
2000,전남,,각종학교,전체
2001,전남,,각종학교,전체
2002,전남,,각종학교,전체
2003,전남,,각종학교,전체
2004,전남,,각종학교,전체
2005,전남,,각종학교,전체
2006,전남,,각종학교,전체
2007,전남,,각종학교,전체
2008,전남,,각종학교,전체
2009,전남,,각종학교,전체
2010,전남,,각종학교,전체
2011,전남,,각종학교,전체
2012,전남,,각종학교,전체
2013,전남,,각종학교,전체
2014,전남,,각종학교,전체
2015,전남,,각종학교,전체
2016,전남,,각종학교,전체
2017,전남,,각종학교,전체
2018,전남,106,각종학교,전체
2019,전남,122,각종학교,전체
2020,전남,186,각종학교,전체
2021,전남,181,각종학교,전체
2022,전남,194,각종학교,전체
2023,전남,188,각종학교,전체
2024,전남,172,각종학교,전체
1999,경북,180,각종학교,전체
2000,경북,187,각종학교,전체
2001,경북,221,각종학교,전체
2002,경북,222,각종학교,전체
2003,경북,220,각종학교,전체
2004,경북,194,각종학교,전체
2005,경북,206,각종학교,전체
2006,경북,265,각종학교,전체
2007,경북,340,각종학교,전체
2008,경북,360,각종학교,전체
2009,경북,373,각종학교,전체
2010,경북,384,각종학교,전체
2011,경북,635,각종학교,전체
2012,경북,721,각종학교,전체
2013,경북,1168,각종학교,전체
2014,경북,1197,각종학교,전체
2015,경북,1232,각종학교,전체
2016,경북,1167,각종학교,전체
2017,경북,1099,각종학교,전체
2018,경북,1435,각종학교,전체
2019,경북,1479,각종학교,전체
2020,경북,1506,각종학교,전체
2021,경북,1511,각종학교,전체
2022,경북,1463,각종학교,전체
2023,경북,1455,각종학교,전체
2024,경북,1508,각종학교,전체
1999,경남,,각종학교,전체
2000,경남,,각종학교,전체
2001,경남,,각종학교,전체
2002,경남,,각종학교,전체
2003,경남,,각종학교,전체
2004,경남,,각종학교,전체
2005,경남,,각종학교,전체
2006,경남,,각종학교,전체
2007,경남,,각종학교,전체
2008,경남,,각종학교,전체
2009,경남,,각종학교,전체
2010,경남,,각종학교,전체
2011,경남,,각종학교,전체
2012,경남,,각종학교,전체
2013,경남,,각종학교,전체
2014,경남,61,각종학교,전체
2015,경남,107,각종학교,전체
2016,경남,142,각종학교,전체
2017,경남,199,각종학교,전체
2018,경남,230,각종학교,전체
2019,경남,278,각종학교,전체
2020,경남,298,각종학교,전체
2021,경남,341,각종학교,전체
2022,경남,397,각종학교,전체
2023,경남,425,각종학교,전체
2024,경남,429,각종학교,전체
1999,제주,,각종학교,전체
2000,제주,,각종학교,전체
2001,제주,,각종학교,전체
2002,제주,,각종학교,전체
2003,제주,,각종학교,전체
2004,제주,,각종학교,전체
2005,제주,,각종학교,전체
2006,제주,,각종학교,전체
2007,제주,,각종학교,전체
2008,제주,,각종학교,전체
2009,제주,,각종학교,전체
2010,제주,,각종학교,전체
2011,제주,,각종학교,전체
2012,제주,,각종학교,전체
2013,제주,,각종학교,전체
2014,제주,,각종학교,전체
2015,제주,,각종학교,전체
2016,제주,,각종학교,전체
2017,제주,,각종학교,전체
2018,제주,,각종학교,전체
2019,제주,,각종학교,전체
2020,제주,,각종학교,전체
2021,제주,,각종학교,전체
2022,제주,,각종학교,전체
2023,제주,,각종학교,전체
2024,제주,,각종학교,전체
2000,전국,3517,각종학교,남성
2001,전국,3415,각종학교,남성
2002,전국,3476,각종학교,남성
2003,전국,3192,각종학교,남성
2004,전국,2481,각종학교,남성
2005,전국,2554,각종학교,남성
2006,전국,2565,각종학교,남성
2007,전국,3136,각종학교,남성
2008,전국,3193,각종학교,남성
2009,전국,3186,각종학교,남성
2010,전국,3261,각종학교,남성
2011,전국,3860,각종학교,남성
2012,전국,4068,각종학교,남성
2013,전국,3177,각종학교,남성
2014,전국,3567,각종학교,남성
2015,전국,3591,각종학교,남성
2016,전국,3293,각종학교,남성
2017,전국,3133,각종학교,남성
2018,전국,3518,각종학교,남성
2019,전국,3632,각종학교,남성
2020,전국,3749,각종학교,남성
2021,전국,3680,각종학교,남성
2022,전국,3747,각종학교,남성
2023,전국,3937,각종학교,남성
2024,전국,4097,각종학교,남성
1999,서울,2363,각종학교,남성
2000,서울,2257,각종학교,남성
2001,서울,2203,각종학교,남성
2002,서울,2128,각종학교,남성
2003,서울,1954,각종학교,남성
2004,서울,1636,각종학교,남성
2005,서울,1639,각종학교,남성
2006,서울,1700,각종학교,남성
2007,서울,1739,각종학교,남성
2008,서울,1764,각종학교,남성
2009,서울,1729,각종학교,남성
2010,서울,1771,각종학교,남성
2011,서울,1831,각종학교,남성
2012,서울,1869,각종학교,남성
2013,서울,798,각종학교,남성
2014,서울,887,각종학교,남성
2015,서울,816,각종학교,남성
2016,서울,796,각종학교,남성
2017,서울,807,각종학교,남성
2018,서울,835,각종학교,남성
2019,서울,810,각종학교,남성
2020,서울,807,각종학교,남성
2021,서울,684,각종학교,남성
2022,서울,685,각종학교,남성
2023,서울,733,각종학교,남성
2024,서울,787,각종학교,남성
1999,부산,,각종학교,남성
2000,부산,,각종학교,남성
2001,부산,,각종학교,남성
2002,부산,196,각종학교,남성
2003,부산,207,각종학교,남성
2004,부산,166,각종학교,남성
2005,부산,178,각종학교,남성
2006,부산,193,각종학교,남성
2007,부산,175,각종학교,남성
2008,부산,211,각종학교,남성
2009,부산,200,각종학교,남성
2010,부산,213,각종학교,남성
2011,부산,207,각종학교,남성
2012,부산,232,각종학교,남성
2013,부산,209,각종학교,남성
2014,부산,229,각종학교,남성
2015,부산,238,각종학교,남성
2016,부산,149,각종학교,남성
2017,부산,,각종학교,남성
2018,부산,,각종학교,남성
2019,부산,15,각종학교,남성
2020,부산,21,각종학교,남성
2021,부산,24,각종학교,남성
2022,부산,32,각종학교,남성
2023,부산,33,각종학교,남성
2024,부산,97,각종학교,남성
1999,대구,302,각종학교,남성
2000,대구,,각종학교,남성
2001,대구,,각종학교,남성
2002,대구,,각종학교,남성
2003,대구,,각종학교,남성
2004,대구,,각종학교,남성
2005,대구,,각종학교,남성
2006,대구,,각종학교,남성
2007,대구,214,각종학교,남성
2008,대구,163,각종학교,남성
2009,대구,163,각종학교,남성
2010,대구,150,각종학교,남성
2011,대구,165,각종학교,남성
2012,대구,165,각종학교,남성
2013,대구,138,각종학교,남성
2014,대구,163,각종학교,남성
2015,대구,144,각종학교,남성
2016,대구,133,각종학교,남성
2017,대구,,각종학교,남성
2018,대구,37,각종학교,남성
2019,대구,43,각종학교,남성
2020,대구,46,각종학교,남성
2021,대구,55,각종학교,남성
2022,대구,61,각종학교,남성
2023,대구,78,각종학교,남성
2024,대구,79,각종학교,남성
1999,인천,,각종학교,남성
2000,인천,,각종학교,남성
2001,인천,,각종학교,남성
2002,인천,,각종학교,남성
2003,인천,,각종학교,남성
2004,인천,,각종학교,남성
2005,인천,,각종학교,남성
2006,인천,,각종학교,남성
2007,인천,126,각종학교,남성
2008,인천,143,각종학교,남성
2009,인천,136,각종학교,남성
2010,인천,122,각종학교,남성
2011,인천,131,각종학교,남성
2012,인천,129,각종학교,남성
2013,인천,69,각종학교,남성
2014,인천,31,각종학교,남성
2015,인천,34,각종학교,남성
2016,인천,29,각종학교,남성
2017,인천,30,각종학교,남성
2018,인천,29,각종학교,남성
2019,인천,31,각종학교,남성
2020,인천,29,각종학교,남성
2021,인천,23,각종학교,남성
2022,인천,20,각종학교,남성
2023,인천,28,각종학교,남성
2024,인천,34,각종학교,남성
1999,광주,126,각종학교,남성
2000,광주,115,각종학교,남성
2001,광주,110,각종학교,남성
2002,광주,115,각종학교,남성
2003,광주,123,각종학교,남성
2004,광주,126,각종학교,남성
2005,광주,125,각종학교,남성
2006,광주,133,각종학교,남성
2007,광주,151,각종학교,남성
2008,광주,174,각종학교,남성
2009,광주,178,각종학교,남성
2010,광주,189,각종학교,남성
2011,광주,206,각종학교,남성
2012,광주,218,각종학교,남성
2013,광주,218,각종학교,남성
2014,광주,333,각종학교,남성
2015,광주,327,각종학교,남성
2016,광주,301,각종학교,남성
2017,광주,290,각종학교,남성
2018,광주,286,각종학교,남성
2019,광주,278,각종학교,남성
2020,광주,290,각종학교,남성
2021,광주,289,각종학교,남성
2022,광주,308,각종학교,남성
2023,광주,309,각종학교,남성
2024,광주,321,각종학교,남성
1999,대전,,각종학교,남성
2000,대전,,각종학교,남성
2001,대전,,각종학교,남성
2002,대전,,각종학교,남성
2003,대전,,각종학교,남성
2004,대전,,각종학교,남성
2005,대전,143,각종학교,남성
2006,대전,,각종학교,남성
2007,대전,158,각종학교,남성
2008,대전,124,각종학교,남성
2009,대전,177,각종학교,남성
2010,대전,175,각종학교,남성
2011,대전,180,각종학교,남성
2012,대전,226,각종학교,남성
2013,대전,202,각종학교,남성
2014,대전,131,각종학교,남성
2015,대전,88,각종학교,남성
2016,대전,32,각종학교,남성
2017,대전,58,각종학교,남성
2018,대전,61,각종학교,남성
2019,대전,62,각종학교,남성
2020,대전,44,각종학교,남성
2021,대전,43,각종학교,남성
2022,대전,37,각종학교,남성
2023,대전,22,각종학교,남성
2024,대전,30,각종학교,남성
1999,울산,,각종학교,남성
2000,울산,,각종학교,남성
2001,울산,,각종학교,남성
2002,울산,,각종학교,남성
2003,울산,,각종학교,남성
2004,울산,,각종학교,남성
2005,울산,,각종학교,남성
2006,울산,,각종학교,남성
2007,울산,,각종학교,남성
2008,울산,,각종학교,남성
2009,울산,,각종학교,남성
2010,울산,,각종학교,남성
2011,울산,,각종학교,남성
2012,울산,,각종학교,남성
2013,울산,,각종학교,남성
2014,울산,,각종학교,남성
2015,울산,,각종학교,남성
2016,울산,,각종학교,남성
2017,울산,,각종학교,남성
2018,울산,,각종학교,남성
2019,울산,,각종학교,남성
2020,울산,,각종학교,남성
2021,울산,14,각종학교,남성
2022,울산,16,각종학교,남성
2023,울산,26,각종학교,남성
2024,울산,28,각종학교,남성
2013,세종,,각종학교,남성
2014,세종,,각종학교,남성
2015,세종,,각종학교,남성
2016,세종,,각종학교,남성
2017,세종,,각종학교,남성
2018,세종,,각종학교,남성
2019,세종,,각종학교,남성
2020,세종,,각종학교,남성
2021,세종,,각종학교,남성
2022,세종,,각종학교,남성
2023,세종,,각종학교,남성
2024,세종,,각종학교,남성
1999,경기,458,각종학교,남성
2000,경기,445,각종학교,남성
2001,경기,393,각종학교,남성
2002,경기,357,각종학교,남성
2003,경기,323,각종학교,남성
2004,경기,338,각종학교,남성
2005,경기,354,각종학교,남성
2006,경기,384,각종학교,남성
2007,경기,389,각종학교,남성
2008,경기,413,각종학교,남성
2009,경기,425,각종학교,남성
2010,경기,450,각종학교,남성
2011,경기,604,각종학교,남성
2012,경기,659,각종학교,남성
2013,경기,638,각종학교,남성
2014,경기,761,각종학교,남성
2015,경기,798,각종학교,남성
2016,경기,765,각종학교,남성
2017,경기,775,각종학교,남성
2018,경기,813,각종학교,남성
2019,경기,865,각종학교,남성
2020,경기,923,각종학교,남성
2021,경기,992,각종학교,남성
2022,경기,1090,각종학교,남성
2023,경기,1161,각종학교,남성
2024,경기,1172,각종학교,남성
1999,강원,,각종학교,남성
2000,강원,,각종학교,남성
2001,강원,,각종학교,남성
2002,강원,,각종학교,남성
2003,강원,,각종학교,남성
2004,강원,,각종학교,남성
2005,강원,,각종학교,남성
2006,강원,,각종학교,남성
2007,강원,,각종학교,남성
2008,강원,,각종학교,남성
2009,강원,,각종학교,남성
2010,강원,,각종학교,남성
2011,강원,,각종학교,남성
2012,강원,,각종학교,남성
2013,강원,,각종학교,남성
2014,강원,,각종학교,남성
2015,강원,,각종학교,남성
2016,강원,,각종학교,남성
2017,강원,,각종학교,남성
2018,강원,16,각종학교,남성
2019,강원,15,각종학교,남성
2020,강원,64,각종학교,남성
2021,강원,68,각종학교,남성
2022,강원,67,각종학교,남성
2023,강원,74,각종학교,남성
2024,강원,64,각종학교,남성
1999,충북,,각종학교,남성
2000,충북,,각종학교,남성
2001,충북,,각종학교,남성
2002,충북,,각종학교,남성
2003,충북,,각종학교,남성
2004,충북,,각종학교,남성
2005,충북,,각종학교,남성
2006,충북,,각종학교,남성
2007,충북,,각종학교,남성
2008,충북,,각종학교,남성
2009,충북,,각종학교,남성
2010,충북,,각종학교,남성
2011,충북,228,각종학교,남성
2012,충북,217,각종학교,남성
2013,충북,284,각종학교,남성
2014,충북,317,각종학교,남성
2015,충북,342,각종학교,남성
2016,충북,323,각종학교,남성
2017,충북,412,각종학교,남성
2018,충북,421,각종학교,남성
2019,충북,415,각종학교,남성
2020,충북,390,각종학교,남성
2021,충북,390,각종학교,남성
2022,충북,323,각종학교,남성
2023,충북,345,각종학교,남성
2024,충북,369,각종학교,남성
1999,충남,,각종학교,남성
2000,충남,,각종학교,남성
2001,충남,,각종학교,남성
2002,충남,,각종학교,남성
2003,충남,,각종학교,남성
2004,충남,,각종학교,남성
2005,충남,,각종학교,남성
2006,충남,,각종학교,남성
2007,충남,,각종학교,남성
2008,충남,,각종학교,남성
2009,충남,,각종학교,남성
2010,충남,,각종학교,남성
2011,충남,,각종학교,남성
2012,충남,,각종학교,남성
2013,충남,,각종학교,남성
2014,충남,,각종학교,남성
2015,충남,,각종학교,남성
2016,충남,,각종학교,남성
2017,충남,,각종학교,남성
2018,충남,,각종학교,남성
2019,충남,4,각종학교,남성
2020,충남,18,각종학교,남성
2021,충남,12,각종학교,남성
2022,충남,16,각종학교,남성
2023,충남,21,각종학교,남성
2024,충남,42,각종학교,남성
1999,전북,479,각종학교,남성
2000,전북,599,각종학교,남성
2001,전북,591,각종학교,남성
2002,전북,559,각종학교,남성
2003,전북,462,각종학교,남성
2004,전북,,각종학교,남성
2005,전북,,각종학교,남성
2006,전북,,각종학교,남성
2007,전북,,각종학교,남성
2008,전북,,각종학교,남성
2009,전북,,각종학교,남성
2010,전북,,각종학교,남성
2011,전북,,각종학교,남성
2012,전북,,각종학교,남성
2013,전북,,각종학교,남성
2014,전북,,각종학교,남성
2015,전북,,각종학교,남성
2016,전북,,각종학교,남성
2017,전북,,각종학교,남성
2018,전북,,각종학교,남성
2019,전북,,각종학교,남성
2020,전북,,각종학교,남성
2021,전북,,각종학교,남성
2022,전북,,각종학교,남성
2023,전북,,각종학교,남성
2024,전북,,각종학교,남성
1999,전남,,각종학교,남성
2000,전남,,각종학교,남성
2001,전남,,각종학교,남성
2002,전남,,각종학교,남성
2003,전남,,각종학교,남성
2004,전남,,각종학교,남성
2005,전남,,각종학교,남성
2006,전남,,각종학교,남성
2007,전남,,각종학교,남성
2008,전남,,각종학교,남성
2009,전남,,각종학교,남성
2010,전남,,각종학교,남성
2011,전남,,각종학교,남성
2012,전남,,각종학교,남성
2013,전남,,각종학교,남성
2014,전남,,각종학교,남성
2015,전남,,각종학교,남성
2016,전남,,각종학교,남성
2017,전남,,각종학교,남성
2018,전남,62,각종학교,남성
2019,전남,71,각종학교,남성
2020,전남,98,각종학교,남성
2021,전남,98,각종학교,남성
2022,전남,107,각종학교,남성
2023,전남,99,각종학교,남성
2024,전남,93,각종학교,남성
1999,경북,101,각종학교,남성
2000,경북,101,각종학교,남성
2001,경북,118,각종학교,남성
2002,경북,121,각종학교,남성
2003,경북,123,각종학교,남성
2004,경북,107,각종학교,남성
2005,경북,115,각종학교,남성
2006,경북,155,각종학교,남성
2007,경북,184,각종학교,남성
2008,경북,201,각종학교,남성
2009,경북,178,각종학교,남성
2010,경북,191,각종학교,남성
2011,경북,308,각종학교,남성
2012,경북,353,각종학교,남성
2013,경북,621,각종학교,남성
2014,경북,672,각종학교,남성
2015,경북,739,각종학교,남성
2016,경북,676,각종학교,남성
2017,경북,650,각종학교,남성
2018,경북,818,각종학교,남성
2019,경북,854,각종학교,남성
2020,경북,856,각종학교,남성
2021,경북,820,각종학교,남성
2022,경북,800,각종학교,남성
2023,경북,791,각종학교,남성
2024,경북,773,각종학교,남성
1999,경남,,각종학교,남성
2000,경남,,각종학교,남성
2001,경남,,각종학교,남성
2002,경남,,각종학교,남성
2003,경남,,각종학교,남성
2004,경남,,각종학교,남성
2005,경남,,각종학교,남성
2006,경남,,각종학교,남성
2007,경남,,각종학교,남성
2008,경남,,각종학교,남성
2009,경남,,각종학교,남성
2010,경남,,각종학교,남성
2011,경남,,각종학교,남성
2012,경남,,각종학교,남성
2013,경남,,각종학교,남성
2014,경남,43,각종학교,남성
2015,경남,65,각종학교,남성
2016,경남,89,각종학교,남성
2017,경남,102,각종학교,남성
2018,경남,113,각종학교,남성
2019,경남,142,각종학교,남성
2020,경남,147,각종학교,남성
2021,경남,168,각종학교,남성
2022,경남,185,각종학교,남성
2023,경남,217,각종학교,남성
2024,경남,208,각종학교,남성
1999,제주,,각종학교,남성
2000,제주,,각종학교,남성
2001,제주,,각종학교,남성
2002,제주,,각종학교,남성
2003,제주,,각종학교,남성
2004,제주,,각종학교,남성
2005,제주,,각종학교,남성
2006,제주,,각종학교,남성
2007,제주,,각종학교,남성
2008,제주,,각종학교,남성
2009,제주,,각종학교,남성
2010,제주,,각종학교,남성
2011,제주,,각종학교,남성
2012,제주,,각종학교,남성
2013,제주,,각종학교,남성
2014,제주,,각종학교,남성
2015,제주,,각종학교,남성
2016,제주,,각종학교,남성
2017,제주,,각종학교,남성
2018,제주,,각종학교,남성
2019,제주,,각종학교,남성
2020,제주,,각종학교,남성
2021,제주,,각종학교,남성
2022,제주,,각종학교,남성
2023,제주,,각종학교,남성
2024,제주,,각종학교,남성
2000,전국,4436,각종학교,여성
2001,전국,4493,각종학교,여성
2002,전국,4631,각종학교,여성
2003,전국,4558,각종학교,여성
2004,전국,3552,각종학교,여성
2005,전국,3655,각종학교,여성
2006,전국,3591,각종학교,여성
2007,전국,3934,각종학교,여성
2008,전국,3841,각종학교,여성
2009,전국,4019,각종학교,여성
2010,전국,4296,각종학교,여성
2011,전국,4775,각종학교,여성
2012,전국,5223,각종학교,여성
2013,전국,4680,각종학교,여성
2014,전국,4789,각종학교,여성
2015,전국,4879,각종학교,여성
2016,전국,4866,각종학교,여성
2017,전국,4739,각종학교,여성
2018,전국,5025,각종학교,여성
2019,전국,5177,각종학교,여성
2020,전국,5209,각종학교,여성
2021,전국,5320,각종학교,여성
2022,전국,5363,각종학교,여성
2023,전국,5532,각종학교,여성
2024,전국,5814,각종학교,여성
1999,서울,2748,각종학교,여성
2000,서울,2837,각종학교,여성
2001,서울,2904,각종학교,여성
2002,서울,2948,각종학교,여성
2003,서울,2944,각종학교,여성
2004,서울,2859,각종학교,여성
2005,서울,2919,각종학교,여성
2006,서울,2837,각종학교,여성
2007,서울,2885,각종학교,여성
2008,서울,2865,각종학교,여성
2009,서울,2956,각종학교,여성
2010,서울,3032,각종학교,여성
2011,서울,3017,각종학교,여성
2012,서울,3114,각종학교,여성
2013,서울,2446,각종학교,여성
2014,서울,2370,각종학교,여성
2015,서울,2469,각종학교,여성
2016,서울,2484,각종학교,여성
2017,서울,2480,각종학교,여성
2018,서울,2422,각종학교,여성
2019,서울,2427,각종학교,여성
2020,서울,2334,각종학교,여성
2021,서울,2359,각종학교,여성
2022,서울,2343,각종학교,여성
2023,서울,2345,각종학교,여성
2024,서울,2423,각종학교,여성
1999,부산,,각종학교,여성
2000,부산,,각종학교,여성
2001,부산,,각종학교,여성
2002,부산,101,각종학교,여성
2003,부산,77,각종학교,여성
2004,부산,114,각종학교,여성
2005,부산,101,각종학교,여성
2006,부산,101,각종학교,여성
2007,부산,123,각종학교,여성
2008,부산,84,각종학교,여성
2009,부산,91,각종학교,여성
2010,부산,87,각종학교,여성
2011,부산,93,각종학교,여성
